mai 26, 2022 7:33:43 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 275

mai 26, 2022 7:33:45 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 276

mai 26, 2022 7:33:48 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 277

mai 26, 2022 7:33:51 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 278

mai 26, 2022 7:33:54 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 279

mai 26, 2022 7:33:56 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 280

mai 26, 2022 7:33:59 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 281

mai 26, 2022 7:34:02 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 282

mai 26, 2022 7:34:04 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 283

mai 26, 2022 7:34:07 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 284

mai 26, 2022 7:34:10 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 285

mai 26, 2022 7:34:13 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 286

mai 26, 2022 7:34:18 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 287

mai 26, 2022 7:34:22 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 288

mai 26, 2022 7:34:25 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 289

mai 26, 2022 7:34:29 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 290

mai 26, 2022 7:34:33 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 291

mai 26, 2022 7:34:37 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 292

mai 26, 2022 7:34:39 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 293

mai 26, 2022 7:34:42 PM LocalSearch.Main main
INFO: Best makespan -156710,48 in Generation 294

mai 26, 2022 7:34:44 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 295

mai 26, 2022 7:34:47 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 296

mai 26, 2022 7:34:50 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 297

mai 26, 2022 7:34:53 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 298

mai 26, 2022 7:34:55 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 299

mai 26, 2022 7:34:58 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 300

mai 26, 2022 7:35:01 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 301

mai 26, 2022 7:35:03 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 302

mai 26, 2022 7:35:06 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 303

mai 26, 2022 7:35:10 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 304

mai 26, 2022 7:35:13 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 305

mai 26, 2022 7:35:16 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 306

mai 26, 2022 7:35:20 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 307

mai 26, 2022 7:35:23 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 308

mai 26, 2022 7:35:27 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 309

mai 26, 2022 7:35:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 310

mai 26, 2022 7:35:33 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 311

mai 26, 2022 7:35:39 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 312

mai 26, 2022 7:35:44 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 313

mai 26, 2022 7:35:49 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 314

mai 26, 2022 7:35:53 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 315

mai 26, 2022 7:36:01 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 316

mai 26, 2022 7:36:08 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 317

mai 26, 2022 7:36:14 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 318

mai 26, 2022 7:36:19 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 319

mai 26, 2022 7:36:23 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 320

mai 26, 2022 7:36:28 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 321

mai 26, 2022 7:36:35 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 322

mai 26, 2022 7:36:40 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 323

mai 26, 2022 7:36:45 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 324

mai 26, 2022 7:36:48 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 325

mai 26, 2022 7:36:51 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 326

mai 26, 2022 7:36:54 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 327

mai 26, 2022 7:36:56 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 328

mai 26, 2022 7:36:59 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 329

mai 26, 2022 7:37:02 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 330

mai 26, 2022 7:37:04 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 331

mai 26, 2022 7:37:07 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 332

mai 26, 2022 7:37:11 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 333

mai 26, 2022 7:37:13 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 334

mai 26, 2022 7:37:16 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 335

mai 26, 2022 7:37:18 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 336

mai 26, 2022 7:37:20 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 337

mai 26, 2022 7:37:23 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 338

mai 26, 2022 7:37:25 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 339

mai 26, 2022 7:37:27 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 340

mai 26, 2022 7:37:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 341

mai 26, 2022 7:37:32 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 342

mai 26, 2022 7:37:34 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 343

mai 26, 2022 7:37:36 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 344

mai 26, 2022 7:37:39 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 345

mai 26, 2022 7:37:41 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 346

mai 26, 2022 7:37:44 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 347

mai 26, 2022 7:37:46 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 348

mai 26, 2022 7:37:48 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 349

mai 26, 2022 7:37:51 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 350

mai 26, 2022 7:37:53 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 351

mai 26, 2022 7:37:55 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 352

mai 26, 2022 7:37:57 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 353

mai 26, 2022 7:38:00 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 354

mai 26, 2022 7:38:02 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 355

mai 26, 2022 7:38:04 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 356

mai 26, 2022 7:38:06 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 357

mai 26, 2022 7:38:08 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 358

mai 26, 2022 7:38:10 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 359

mai 26, 2022 7:38:13 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 360

mai 26, 2022 7:38:15 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 361

mai 26, 2022 7:38:17 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 362

mai 26, 2022 7:38:19 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 363

mai 26, 2022 7:38:22 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 364

mai 26, 2022 7:38:24 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 365

mai 26, 2022 7:38:27 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 366

mai 26, 2022 7:38:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 367

mai 26, 2022 7:38:32 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 368

mai 26, 2022 7:38:35 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 369

mai 26, 2022 7:38:38 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 370

mai 26, 2022 7:38:40 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 371

mai 26, 2022 7:38:42 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 372

mai 26, 2022 7:38:44 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 373

mai 26, 2022 7:38:46 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 374

mai 26, 2022 7:38:49 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 375

mai 26, 2022 7:38:51 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 376

mai 26, 2022 7:38:54 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 377

mai 26, 2022 7:38:56 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 378

mai 26, 2022 7:38:58 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 379

mai 26, 2022 7:39:00 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 380

mai 26, 2022 7:39:03 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 381

mai 26, 2022 7:39:05 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 382

mai 26, 2022 7:39:08 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 383

mai 26, 2022 7:39:10 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 384

mai 26, 2022 7:39:12 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 385

mai 26, 2022 7:39:14 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 386

mai 26, 2022 7:39:17 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 387

mai 26, 2022 7:39:19 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 388

mai 26, 2022 7:39:21 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 389

mai 26, 2022 7:39:23 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 390

mai 26, 2022 7:39:25 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 391

mai 26, 2022 7:39:27 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 392

mai 26, 2022 7:39:28 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 393

mai 26, 2022 7:39:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 394

mai 26, 2022 7:39:32 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 395

mai 26, 2022 7:39:35 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 396

mai 26, 2022 7:39:37 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 397

mai 26, 2022 7:39:39 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 398

mai 26, 2022 7:39:41 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 399

mai 26, 2022 7:39:43 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 400

mai 26, 2022 7:39:45 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 401

mai 26, 2022 7:39:47 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 402

mai 26, 2022 7:39:50 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 403

mai 26, 2022 7:39:52 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 404

mai 26, 2022 7:39:54 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 405

mai 26, 2022 7:39:56 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 406

mai 26, 2022 7:39:59 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 407

mai 26, 2022 7:40:01 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 408

mai 26, 2022 7:40:03 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 409

mai 26, 2022 7:40:05 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 410

mai 26, 2022 7:40:07 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 411

mai 26, 2022 7:40:10 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 412

mai 26, 2022 7:40:12 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 413

mai 26, 2022 7:40:14 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 414

mai 26, 2022 7:40:16 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 415

mai 26, 2022 7:40:19 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 416

mai 26, 2022 7:40:21 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 417

mai 26, 2022 7:40:23 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 418

mai 26, 2022 7:40:25 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 419

mai 26, 2022 7:40:27 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 420

mai 26, 2022 7:40:29 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 421

mai 26, 2022 7:40:32 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 422

mai 26, 2022 7:40:34 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 423

mai 26, 2022 7:40:36 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 424

mai 26, 2022 7:40:38 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 425

mai 26, 2022 7:40:41 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 426

mai 26, 2022 7:40:43 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 427

mai 26, 2022 7:40:45 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 428

mai 26, 2022 7:40:47 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 429

mai 26, 2022 7:40:49 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 430

mai 26, 2022 7:40:52 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 431

mai 26, 2022 7:40:54 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 432

mai 26, 2022 7:40:56 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 433

mai 26, 2022 7:40:58 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 434

mai 26, 2022 7:41:00 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 435

mai 26, 2022 7:41:03 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 436

mai 26, 2022 7:41:05 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 437

mai 26, 2022 7:41:08 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 438

mai 26, 2022 7:41:10 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 439

mai 26, 2022 7:41:12 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 440

mai 26, 2022 7:41:14 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 441

mai 26, 2022 7:41:16 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 442

mai 26, 2022 7:41:19 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 443

mai 26, 2022 7:41:21 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 444

mai 26, 2022 7:41:23 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 445

mai 26, 2022 7:41:25 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 446

mai 26, 2022 7:41:27 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 447

mai 26, 2022 7:41:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 448

mai 26, 2022 7:41:32 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 449

mai 26, 2022 7:41:34 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 450

mai 26, 2022 7:41:36 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 451

mai 26, 2022 7:41:38 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 452

mai 26, 2022 7:41:40 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 453

mai 26, 2022 7:41:42 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 454

mai 26, 2022 7:41:45 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 455

mai 26, 2022 7:41:47 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 456

mai 26, 2022 7:41:49 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 457

mai 26, 2022 7:41:51 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 458

mai 26, 2022 7:41:53 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 459

mai 26, 2022 7:41:55 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 460

mai 26, 2022 7:41:57 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 461

mai 26, 2022 7:41:59 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 462

mai 26, 2022 7:42:02 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 463

mai 26, 2022 7:42:04 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 464

mai 26, 2022 7:42:06 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 465

mai 26, 2022 7:42:09 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 466

mai 26, 2022 7:42:12 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 467

mai 26, 2022 7:42:17 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 468

mai 26, 2022 7:42:20 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 469

mai 26, 2022 7:42:25 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 470

mai 26, 2022 7:42:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 471

mai 26, 2022 7:42:33 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 472

mai 26, 2022 7:42:37 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 473

mai 26, 2022 7:42:40 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 474

mai 26, 2022 7:42:42 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 475

mai 26, 2022 7:42:44 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 476

mai 26, 2022 7:42:48 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 477

mai 26, 2022 7:42:50 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 478

mai 26, 2022 7:42:52 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 479

mai 26, 2022 7:42:57 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 480

mai 26, 2022 7:43:00 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 481

mai 26, 2022 7:43:02 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 482

mai 26, 2022 7:43:05 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 483

mai 26, 2022 7:43:08 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 484

mai 26, 2022 7:43:10 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 485

mai 26, 2022 7:43:13 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 486

mai 26, 2022 7:43:15 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 487

mai 26, 2022 7:43:18 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 488

mai 26, 2022 7:43:20 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 489

mai 26, 2022 7:43:24 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 490

mai 26, 2022 7:43:28 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 491

mai 26, 2022 7:43:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 492

mai 26, 2022 7:43:32 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 493

mai 26, 2022 7:43:35 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 494

mai 26, 2022 7:43:37 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 495

mai 26, 2022 7:43:40 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 496

mai 26, 2022 7:43:42 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 497

mai 26, 2022 7:43:44 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 498

mai 26, 2022 7:43:47 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 499

mai 26, 2022 7:43:49 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 500

mai 26, 2022 7:43:51 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 501

mai 26, 2022 7:43:54 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 502

mai 26, 2022 7:43:56 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 503

mai 26, 2022 7:43:59 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 504

mai 26, 2022 7:44:03 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 505

mai 26, 2022 7:44:05 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 506

mai 26, 2022 7:44:07 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 507

mai 26, 2022 7:44:10 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 508

mai 26, 2022 7:44:13 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 509

mai 26, 2022 7:44:15 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 510

mai 26, 2022 7:44:17 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 511

mai 26, 2022 7:44:20 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 512

mai 26, 2022 7:44:22 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 513

mai 26, 2022 7:44:25 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 514

mai 26, 2022 7:44:27 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 515

mai 26, 2022 7:44:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 516

mai 26, 2022 7:44:33 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 517

mai 26, 2022 7:44:35 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 518

mai 26, 2022 7:44:38 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 519

mai 26, 2022 7:44:40 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 520

mai 26, 2022 7:44:42 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 521

mai 26, 2022 7:44:45 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 522

mai 26, 2022 7:44:47 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 523

mai 26, 2022 7:44:49 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 524

mai 26, 2022 7:44:52 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 525

mai 26, 2022 7:44:55 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 526

mai 26, 2022 7:44:59 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 527

mai 26, 2022 7:45:04 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 528

mai 26, 2022 7:45:10 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 529

mai 26, 2022 7:45:14 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 530

mai 26, 2022 7:45:18 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 531

mai 26, 2022 7:45:21 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 532

mai 26, 2022 7:45:24 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 533

mai 26, 2022 7:45:27 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 534

mai 26, 2022 7:45:30 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 535

mai 26, 2022 7:45:33 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 536

mai 26, 2022 7:45:37 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 537

mai 26, 2022 7:45:42 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 538

mai 26, 2022 7:45:45 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 539

mai 26, 2022 7:45:48 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 540

mai 26, 2022 7:45:51 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 541

mai 26, 2022 7:45:53 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 542

mai 26, 2022 7:45:56 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 543

mai 26, 2022 7:45:59 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 544

mai 26, 2022 7:46:03 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 545

mai 26, 2022 7:46:06 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 546

mai 26, 2022 7:46:09 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 547

mai 26, 2022 7:46:12 PM LocalSearch.Main main
INFO: Best makespan -156643,86 in Generation 548

